Start,Destination,Distance_KM,Num_Signals,Total_Signal_Wait,Queue_Length,Time_Car,Time_Bike,Time_Cycle,Time_Bus,Time_Metro,Expense_Car,Expense_Bike,Expense_Cycle,Expense_Bus,Expense_Metro,Pollution_Car,Pollution_Bike,Pollution_Cycle,Pollution_Bus,Pollution_Metro,Rush_Factor,Pollution_Exposure,Physical_Activity
Tughlakabad,Karol Bagh,24.692417349033615,4,303,21,55.627668083858936,44.50213446708715,83.4415021257884,63.35320170063072,43,188.30550897153736,89.38735447645904,0,10,42,287.4512787442626,226.1261982176362,0,153.32873548052734,68.56696134221693,0.21,418,1
Tughlakabad,Tilak Nagar,13.057216260057162,6,572,98,36.09754493626855,28.87803594901484,54.14631740440282,30.717053923522254,21,110.67310816814845,51.95425866720799,0,35,39,162.99842874742976,119.64489979219819,0,95.95324913314138,22.422444379466405,0.98,338,1
Kalkaji,Rajouri Garden,39.8034348054293,8,571,75,100.82206295537922,80.65765036430338,151.23309443306883,110.78647554645507,27,334.68150399992834,115.99061540737982,0,39,42,509.135446768576,317.80043851212196,0,317.9239455829815,111.61508507241905,0.75,275,1
Dwarka,Karol Bagh,5.558290767452456,8,945,7,24.603403679854893,19.682722943883917,36.90510551978234,26.524084415825868,41,37.4955038948955,20.897328914800216,0,35,21,61.94532686435576,36.96251581887717,0,42.96899638223829,12.780541854175015,0.07,188,1
Connaught Place,Rajouri Garden,22.584213221504147,3,221,77,43.16045744384769,34.52836595507815,64.74068616577154,42.79254893261723,36,207.26460351873666,78.20654093579319,0,40,30,232.3125420769684,121.87523921260151,0,135.00588014630642,44.56650702822297,0.77,201,1
Vasant Kunj,Chandni Chowk,33.19351695494488,10,929,35,80.5678412197361,64.45427297578888,120.85176182960414,90.0814094636833,39,196.37944459453382,80.41139501384203,0,32,44,420.2106356032372,237.40748815458838,0,128.4415985509481,64.21012219273963,0.35,490,1
Kashmere Gate,Dwarka,22.26245868791682,6,721,15,51.800453770510785,41.44036301640863,77.70068065576618,58.56054452461294,37,206.79092852218562,58.19419837932815,0,31,21,304.2205913647223,134.84568017643033,0,90.6666626999761,54.58737934244407,0.15,414,1
AIIMS,Nehru Place,20.642431948087697,2,180,53,41.935105185475585,33.54808414838047,62.90265777821338,43.7221262225707,21,126.92531263447665,42.871027396189156,0,35,50,278.0658298518853,117.81247146879956,0,115.37824956445515,30.51236174312202,0.53,248,1
Laxmi Nagar,Connaught Place,7.222339149348651,7,901,16,32.97209501237663,26.377676009901304,49.45814251856494,35.36651401485195,30,54.44464364939836,26.422679897610145,0,17,50,85.35291557300319,47.16407669126433,0,25.060897663393707,11.236502752506315,0.16,243,1
Rohini,Janakpuri,23.189155399804275,5,318,80,44.06372927908015,35.250983423264124,66.09559391862022,42.27647513489618,43,209.30848827938027,84.07635267726758,0,34,45,281.68914348872585,217.664271815916,0,151.15185541717486,23.693463040055967,0.8,282,1
AIIMS,Connaught Place,13.78395229683622,3,293,63,29.82679782215899,23.861438257727194,44.740196733238484,27.792157386590787,41,101.93920766684028,29.880278935070727,0,28,29,193.91865055768358,102.96421672701881,0,94.71617476461644,16.008258165129824,0.63,419,1
Sarojini Nagar,Moti Nagar,19.46259157788051,9,788,89,49.48358007587333,39.586864060698666,74.22537011380999,47.18029609104799,27,101.81162860932314,56.60382162891473,0,13,30,254.75803594400878,122.04299927104458,0,150.19436670538218,40.04146808787476,0.89,383,1
Laxmi Nagar,Mayur Vihar,14.705678049694901,10,846,10,49.99086306613998,39.99269045291199,74.98629459920997,55.98903567936797,41,100.52042898082883,38.62644313574846,0,27,21,211.05973190166296,122.1911886171691,0,65.73255430755599,26.488830652884364,0.1,255,1
Janakpuri,Karol Bagh,22.58042963690764,5,331,44,34.118338335417135,27.29467066833371,51.1775075031257,35.142006002500565,40,166.85220486212066,53.63726363528549,0,16,47,228.64195401392115,149.2964783309223,0,159.65805411654495,44.35222497424323,0.44,250,1
Lajpat Nagar,Sarojini Nagar,16.99261029870661,4,426,70,44.615471634261354,35.69237730740908,66.92320745139203,43.73856596111363,35,160.06353353829223,42.34920836810849,0,30,30,229.72907198130895,152.72721357773725,0,64.56738972635056,25.167984589405606,0.7,401,1
Tilak Nagar,Moti Nagar,17.974599327263007,10,882,71,57.07646650479897,45.66117320383918,85.61469975719845,57.291759805758765,24,109.82704670918609,60.19176715058287,0,37,31,196.37089808755616,119.0806492964837,0,114.14790216218726,44.28396425489667,0.71,462,1
Chandni Chowk,Shahdara,34.57193708251729,2,78,93,84.79250226356643,67.83400181085315,127.18875339534965,90.75100271627971,28,247.27359002525827,104.11730533505906,0,17,41,511.4525947618895,230.30380539272883,0,272.85156012031155,55.43839449876263,0.93,230,1
Lajpat Nagar,Uttam Nagar,32.836109223899854,8,585,54,57.103937537545036,45.68315003003603,85.65590630631755,60.72472504505404,40,290.9478511685888,97.43007641957533,0,12,49,456.72301340579577,237.312180140108,0,131.60467804519746,50.95094379245366,0.54,198,1
Janakpuri,Karol Bagh,33.584561675392166,2,228,47,41.9096734842539,33.52773878740312,62.86451022638085,44.89160818110468,24,277.2724302051958,87.15258640383223,0,40,33,473.9549808728773,313.01601632268483,0,119.0133643519543,70.03886461700162,0.47,408,1
Karol Bagh,AIIMS,33.25959319588023,7,910,18,73.14429538533953,58.51543630827163,109.71644307800929,83.57315446240743,41,291.1552896150747,98.74746160598382,0,35,47,423.6507058796262,215.43831752403827,0,103.07794684422291,37.20142987536126,0.18,382,1
Saket,Rohini,34.40296985505986,2,251,26,63.11605020068973,50.492840160551786,94.67407530103459,72.53926024082767,20,199.6303709699912,90.8830094777159,0,26,41,470.20109846921116,194.2524510067401,0,214.23395943198935,93.94954474570429,0.26,110,1
Karol Bagh,Kashmere Gate,18.17024983796078,2,215,31,31.606726496284068,25.285381197027256,47.4100897444261,33.728071795540885,28,95.66310826143037,39.06822167070245,0,10,21,202.497319776561,102.49586553043329,0,112.04989241273022,20.715054248564368,0.31,381,1
Laxmi Nagar,Karol Bagh,18.50506729792812,8,738,36,53.73678733408517,42.98942986726814,80.60518100112776,58.48414480090221,41,132.62923012917764,61.888471642160916,0,29,27,242.12499943326722,167.71193022513827,0,142.68065223645283,40.03050784942991,0.36,103,1
Karol Bagh,Pitampura,25.299702660523938,9,850,65,78.32758036609187,62.662064292873495,117.4913705491378,83.99309643931025,20,143.1483754499679,61.152948609155864,0,27,47,378.7327221017003,227.4314450684445,0,112.57580046634497,73.95334953361117,0.65,287,1
Kashmere Gate,Greater Kailash,38.281015558296964,6,432,22,100.7736032369163,80.61888258953304,151.16040485537445,117.12832388429956,40,200.03614447779802,113.63619720011796,0,27,29,566.5523896784705,345.0591465900842,0,189.21898696684707,94.32741050833089,0.22,332,1
Kalkaji,Chandni Chowk,15.910486283911583,10,808,26,37.509234602504705,30.007387682003767,56.26385190375706,40.01108152300564,45,123.58025865239078,38.27280635118425,0,11,49,184.71432337161662,143.44410961434244,0,120.58332105291709,24.156896736480842,0.26,433,1
Dwarka,Connaught Place,39.7222892940301,6,414,44,54.35857719935659,43.48686175948527,81.53786579903488,59.230292639227905,34,323.48465812824827,131.5796598572985,0,24,31,441.6614475959055,285.15971163860075,0,194.95183998539855,42.76894045401446,0.44,242,1
Karol Bagh,Nehru Place,34.79457537171159,7,857,78,94.67821749824347,75.74257399859478,142.0173262473652,102.41386099789216,42,273.1570008781809,81.3544782695873,0,15,29,357.88190796187945,279.35445109074726,0,234.82092427718754,96.50323839164656,0.78,248,1
Shahdara,Karol Bagh,21.65861667184128,3,184,23,57.27660702149213,45.82128561719371,85.9149105322382,65.73192842579056,36,109.3252752327491,61.23638985518957,0,37,28,227.63541755864028,132.39570549451454,0,98.77168096257111,48.94113028782794,0.23,164,1
Kashmere Gate,AIIMS,37.144878981850724,4,372,32,105.3215057298046,84.25720458384369,157.9822585947069,121.58580687576551,42,318.939707592648,128.8617389837958,0,24,43,516.9751870144295,369.9749826964652,0,184.72043372774098,70.99059426549967,0.32,378,1
Rohini,Kashmere Gate,11.142874684700482,7,688,54,32.32641775457208,25.861134203657663,48.489626631858116,30.591701305486495,23,61.446074288601935,26.104552046286084,0,32,50,120.76242431210407,80.94819331975685,0,66.84116732027222,15.10265167547376,0.54,385,1
Greater Kailash,Mayur Vihar,31.891621284108314,2,263,7,82.13688398961523,65.70950719169218,123.20532598442284,97.76426078753828,31,301.99720169472835,79.70895109146188,0,27,41,353.9572146720963,309.09849061798195,0,140.0255158297961,37.371077196356985,0.07,338,1
Karol Bagh,Rohini,6.7499289532009215,2,61,5,12.57003199592772,10.056025596742176,18.855047993891578,14.884038395113263,32,35.74684357847772,22.435405817916795,0,13,40,75.24380997400206,54.125228519310284,0,39.23420008407301,7.8187721230245835,0.05,370,0
Karol Bagh,Okhla,5.720189045872403,3,123,1,8.671769941485454,6.9374159531883635,13.007654912228181,10.006123929782547,25,46.43193374246221,19.345199167050797,0,16,35,72.83704638057051,55.95516384684701,0,19.544877659354018,13.245704876108634,0.01,181,0
Pitampura,Okhla,36.93049175616319,7,543,20,50.69174550321366,40.55339640257093,76.03761825482049,56.63009460385639,41,231.74956305379345,80.33892716705562,0,21,23,460.98150543665116,327.0766750539012,0,242.87644871276817,63.703774413978564,0.2,108,1
Tilak Nagar,Connaught Place,30.732915742200163,7,594,76,104.98688799819577,83.98951039855662,157.48033199729366,115.78426559783492,37,160.83627791712766,78.7700085024296,0,35,27,414.48826762790446,169.87469265817114,0,228.10391924004065,81.87178767237484,0.76,364,1
AIIMS,Janakpuri,35.05521846248632,7,606,32,113.39483187862353,90.71586550289884,170.0922478179353,130.47379825434825,40,346.7553467964774,120.41902488252951,0,40,23,479.5439451596091,288.10389681465455,0,242.56673036290704,66.84136837624486,0.32,178,1
Sarojini Nagar,Pitampura,23.98563635436088,5,514,19,38.0782611535993,30.46260892287944,57.11739173039895,42.893913384319156,36,135.06751625053278,54.40644363655304,0,16,49,357.3809270142049,210.11077533072742,0,73.71287010391275,55.334601491709535,0.19,296,1
Laxmi Nagar,Tilak Nagar,10.367946166473082,4,407,64,42.912432341440976,34.32994587315278,64.36864851216146,43.09491880972917,40,81.55947772281382,41.21557189826016,0,37,20,116.34530424568457,58.58174836104808,0,31.976741301911282,10.712990443516095,0.64,339,1
Vasant Kunj,Saket,39.60189578502792,9,814,52,83.82001075757142,67.05600860605715,125.73001613635714,91.9840129090857,27,220.29103699801087,100.23173528658586,0,11,41,434.67329615455554,317.4300027212845,0,194.66387953826862,95.23040929449223,0.52,385,1
Laxmi Nagar,Kashmere Gate,34.94681085144302,4,414,77,64.41815641533164,51.534525132265316,96.62723462299746,67.70178769839796,38,276.1013379627026,76.47543591807776,0,13,23,356.20098051845287,296.75218481007425,0,150.7244653494154,73.24013147509424,0.77,385,1
Shahdara,Uttam Nagar,34.9898005145796,6,457,10,47.35717754807183,37.885742038457465,71.03576632210775,54.228613057686196,31,230.96069024377792,92.41664963332437,0,24,21,352.525409788442,323.74281811291,0,191.9858676930972,38.47633641778595,0.1,116,1
Pitampura,Okhla,24.30031897264692,4,304,60,44.20251457192587,35.3620116575407,66.3037718578888,44.84301748631104,29,158.95786401270703,56.00504318718905,0,30,48,359.2218147339722,140.18027716948183,0,87.6878843618423,28.673463724089586,0.6,204,1
Okhla,Tilak Nagar,18.816169521569158,6,590,64,34.09356044694361,27.27484835755489,51.14034067041542,31.912272536332335,25,137.4103351647191,40.09764846902231,0,11,42,278.1797091435234,114.58081053410919,0,101.29239327960761,25.657112990824068,0.64,250,1
Kalkaji,Dwarka,8.721194186943604,8,914,34,28.498931556078507,22.799145244862807,42.74839733411776,27.598717867294205,32,61.46028579722324,24.877964494065736,0,28,40,94.50876650754887,75.05798730763813,0,41.75277318195992,23.638602666845323,0.34,347,1
Kashmere Gate,Janakpuri,22.52366737155791,5,553,86,72.8682512669895,58.2946010135916,109.30237690048426,76.0419015203874,35,132.74255114292828,45.24929930388386,0,30,29,256.9982473294588,116.1420677535638,0,171.7060567124983,50.51731687241068,0.86,350,1
Mayur Vihar,AIIMS,37.638012986711175,6,418,4,45.9961481338579,36.796918507086325,68.99422220078685,53.99537776062948,37,261.73176688003684,141.69399827942135,0,34,48,521.0377379101553,211.41648761654147,0,114.82364047100477,85.19057764017805,0.04,160,1
Uttam Nagar,Tilak Nagar,7.195805909327598,4,309,5,15.594501191005257,12.475600952804207,23.391751786507886,17.713401429206307,27,64.36895269124949,16.791713327244167,0,37,32,105.04361279837251,66.34856443118426,0,43.22791528133075,18.418121670073422,0.05,243,0
Nehru Place,Uttam Nagar,23.480310866931458,2,166,68,37.21236392758094,29.76989114206475,55.81854589137141,37.05483671309712,20,124.26979775506175,79.80400150132185,0,28,38,348.1879813062541,207.5998842578028,0,164.69507173058707,45.32481811920291,0.68,149,1
Moti Nagar,Chandni Chowk,20.65081237850456,4,336,98,49.674058495243486,39.73924679619479,74.51108774286523,47.80887019429218,20,162.5934099449436,54.006993161958796,0,14,27,210.30295082293688,171.25074321395547,0,86.04284063596397,25.5907523183202,0.98,109,1
Greater Kailash,Moti Nagar,25.64646991749492,5,292,54,47.78735581303191,38.229884650425525,71.68103371954786,50.54482697563829,45,145.897237357579,68.25637763965096,0,15,22,330.93092578982476,185.10002377709523,0,134.2113558260507,56.79203098706413,0.54,434,1
Kalkaji,Rohini,34.94484147511897,4,296,78,56.88688486492186,45.50950789193749,85.3303272973828,59.06426183790623,34,291.985066996742,84.87079576640525,0,23,39,451.37857404389945,221.28809077830596,0,160.07137546028926,38.78600884911817,0.78,373,1
Mayur Vihar,Tughlakabad,24.671958381807624,5,586,97,63.35308019485795,50.682464155886365,95.02962029228692,63.42369623382954,25,152.11121738801077,97.61251094293141,0,20,47,354.5142705507526,224.51019527240072,0,79.50542356597614,39.111942067107,0.97,489,1
Okhla,Kashmere Gate,7.1331352216599475,3,161,62,18.507844818948538,14.80627585515883,27.761767228422805,14.609413782738246,40,69.28523645889032,26.763491352718145,0,15,44,91.94057708229872,57.60084727213641,0,38.546769769618756,18.205239555550286,0.62,271,0
Karol Bagh,Lajpat Nagar,6.951525490348636,2,129,86,20.86102260460315,16.68881808368252,31.291533906904725,15.033227125523778,30,48.551499045694214,18.013927555365658,0,12,22,95.20671929353514,36.63453144008592,0,38.69109561879732,9.576276491648034,0.86,476,1
Rohini,Rajouri Garden,25.536767722637688,5,580,32,53.63960244098134,42.911681952785074,80.45940366147201,58.96752292917761,39,167.71735645166356,60.31599919380774,0,10,44,345.28774552911216,239.26936782585983,0,139.89107043398243,48.88409910932947,0.32,190,1
Lajpat Nagar,Rohini,27.701221834006464,2,123,92,40.182176497184386,32.14574119774751,60.27326474577658,37.018611796621265,28,264.46547922311714,61.02093178289145,0,33,44,411.20215928985147,144.3100327803202,0,93.10835001137302,80.59118625480954,0.92,118,1
Karol Bagh,Rohini,13.132189419230501,2,128,33,29.733337654674298,23.78667012373944,44.600006482011445,31.680005185609154,30,108.65265090606648,35.52958823753354,0,13,47,190.17245049359633,75.9900575572702,0,69.48031829207282,20.91731018351876,0.33,129,1
Dwarka,Saket,7.813057970409213,9,562,22,19.36058052411626,15.488464419293008,29.040870786174388,19.03269662893951,45,77.18079856505597,20.952827736831704,0,16,37,98.12802734785821,48.33920869429964,0,55.66055839423258,12.282332944194527,0.22,226,0
Rohini,Vasant Kunj,7.407755128021327,3,284,60,17.614239345705382,14.091391476564306,26.42135901855807,13.137087214846456,25,51.54898909511407,26.309136100530502,0,14,45,80.42834034143505,60.02003912977589,0,22.318859755489605,21.595447198182313,0.6,124,0
Rajouri Garden,Karol Bagh,25.4079566688045,7,760,91,51.862180349188705,41.489744279350965,77.79327052378306,49.03461641902645,40,232.67231216857778,71.05886346755818,0,13,20,262.4732471887736,186.32052892726688,0,87.86618071947072,71.52276798567897,0.91,432,1
Sarojini Nagar,Pitampura,11.262188889497734,3,142,48,18.99165399833568,15.193323198668544,28.487480997503518,17.589984798002813,26,101.39383816224104,26.903589895485958,0,39,34,140.4719676420266,71.47447717130271,0,42.50441935177373,17.93798421206872,0.48,343,0
Lajpat Nagar,Uttam Nagar,27.674322021073614,9,649,40,41.96387524686568,33.57110019749255,62.945812870298525,43.55665029623882,26,183.73454064970463,93.35921636911617,0,11,38,277.6760774815518,231.11229404552847,0,90.68154582213499,59.796406173158466,0.4,495,1
Pitampura,Janakpuri,12.717585158900818,6,493,58,26.5688362698466,21.255069015877282,39.8532544047699,24.28260352381592,29,103.30627186565027,36.64795416743107,0,39,41,144.92634280627115,81.54792976461087,0,91.46569229197866,29.739931708291973,0.58,394,1
AIIMS,Okhla,32.03924213203669,9,551,1,45.09794640117512,36.0783571209401,67.64691960176268,52.31753568141014,35,234.22778272552262,93.86841755806998,0,20,23,386.70264513363253,250.19175195834495,0,142.4511299676557,66.82871512273552,0.01,430,1
Sarojini Nagar,Saket,38.193083223183386,8,530,61,68.10013884793324,54.480111078346596,102.15020827189986,72.92016661751988,45,359.7020392044206,76.87709688564097,0,29,33,446.8110096205645,316.76633015732864,0,200.66476415535942,45.060977694600766,0.61,490,1
Greater Kailash,Uttam Nagar,30.94608346963627,7,719,88,53.29157968047135,42.63326374437708,79.93736952070702,52.14989561656562,22,248.52932312805515,63.586852057039096,0,29,28,411.90264822095736,223.13185517983158,0,141.01086714983927,46.49022957012028,0.88,155,1
Vasant Kunj,Tilak Nagar,24.36453338655373,10,804,9,61.17401045611567,48.93920836489254,91.7610156841735,70.80881254733879,40,234.12305585963733,75.81321668399514,0,27,39,268.5316115353293,193.02311935937482,0,117.77148609295924,34.331544663180324,0.09,323,1
Moti Nagar,Tilak Nagar,12.83625021719602,7,513,35,24.898845499978542,19.919076399982835,37.348268249967816,24.678614599974253,33,64.83067558415686,47.008934733531724,0,19,47,158.13614834799657,71.53052766814031,0,47.266311691866036,27.786970298471743,0.35,467,1
Uttam Nagar,Karol Bagh,11.110313175819654,8,831,44,28.67813735296126,22.94250988236901,43.017206029441894,27.013764823553515,32,99.61959429795095,30.829807604890444,0,11,47,117.60676590862944,85.45775694761409,0,79.84993466873034,28.330401332300408,0.44,400,1
Uttam Nagar,Shahdara,33.71152130731134,2,199,100,63.61111798074008,50.88889438459207,95.41667697111012,63.733341576888094,40,224.29538977543237,85.51179456633274,0,40,46,353.6007302689131,180.474317292145,0,114.4099890296996,39.858121781918044,1.0,500,1
Pitampura,Connaught Place,36.73204571739127,10,835,31,96.96825405998696,77.57460324798957,145.45238108998043,110.16190487198435,36,303.27854090073396,85.53257100295467,0,32,45,446.2422438035891,360.9121380426998,0,183.66753029961677,55.488425349537884,0.31,315,1
Dwarka,Mayur Vihar,10.269373764327403,4,489,92,36.9123608664581,29.529888693166484,55.36854129968715,31.894833039749724,40,58.54758443859715,36.65476447959521,0,20,42,107.2065401840955,89.96473496923396,0,64.59135089309794,18.789569523177345,0.92,260,1
Nehru Place,Shahdara,10.966544482711413,4,160,53,23.28643975264742,18.62915180211794,34.92965962897113,21.543727703176906,24,78.35027811798989,23.218969365398113,0,19,41,118.41810461964369,80.58854488331852,0,47.16397852162379,31.807607117949768,0.53,298,1
Chandni Chowk,Okhla,29.94996360089728,4,192,78,42.709574138853746,34.167659311083,64.06436120828062,42.25148896662449,27,240.76473148597637,65.17688891969733,0,37,25,448.39722728477966,267.4558431705038,0,146.90553068946147,89.76138712276666,0.78,174,1
Shahdara,Sarojini Nagar,27.477046425835773,2,136,36,53.80385164339724,43.043081314717796,80.70577746509585,60.56462197207668,32,254.35885213868156,79.86552179798895,0,37,48,397.1749373777958,190.98991903348437,0,193.1588033866618,34.01282738595218,0.36,231,1
Moti Nagar,Kalkaji,33.77527564163075,7,869,64,59.43493977587161,47.54795182069729,89.15240966380742,61.32192773104593,21,331.40961377881484,110.23671567580118,0,33,47,502.7671641109568,270.5191470820909,0,113.82691167754565,78.6154694854103,0.64,265,1
Janakpuri,Connaught Place,26.514708595655854,4,357,91,43.426297431983414,34.74103794558673,65.13944614797512,40.3115569183801,40,154.78947589866488,74.35456539893563,0,40,45,301.91265938477204,216.5109327797137,0,110.42616450200747,34.05589866350497,0.91,184,1
Kashmere Gate,Chandni Chowk,24.181146641488887,7,489,58,41.01317682489815,32.810541459918525,61.51976523734723,41.61581218987778,26,211.47322254907363,84.48811466934809,0,27,29,255.90513480729166,138.5613211100789,0,148.21685268122494,32.69468262534283,0.58,108,1
Tilak Nagar,Saket,14.348874038370491,3,389,28,44.943615002262504,35.95489200181,67.41542250339376,50.332338002715005,45,99.58925135248109,42.83649051439309,0,22,29,156.87836059365534,94.27252231398444,0,103.26706056378688,31.85378298167871,0.28,386,1
Rohini,Sarojini Nagar,38.25910176962871,2,170,33,73.42328166243874,58.73862532995099,110.13492249365811,84.10793799492649,33,241.74928423027814,148.70108713818954,0,27,34,549.7222413372701,359.7205333041704,0,171.65552169743606,50.272208993679,0.33,254,1
Uttam Nagar,Janakpuri,36.852219439796954,9,612,68,95.09122631642721,76.07298105314177,142.63683947464082,104.90947157971264,32,296.7926454458017,74.40064827664645,0,39,43,509.09514406457424,342.01280390773474,0,260.56765168201105,85.82035429012201,0.68,397,1
Connaught Place,Chandni Chowk,20.495775484127243,9,865,54,40.749330513391925,32.599464410713544,61.12399577008789,40.0991966160703,36,193.74711912865584,73.18688436032036,0,34,28,216.59619220382388,109.40178251876266,0,64.86917845361815,36.103171931209346,0.54,211,1
Okhla,Dwarka,28.19945889878417,2,174,86,40.64046800137626,32.51237440110101,60.960702002064394,38.76856160165151,22,217.3615355588137,85.55482489708132,0,15,36,415.3056370361842,259.6758798881812,0,106.2042138037877,39.563579307146796,0.86,172,1
Nehru Place,Rajouri Garden,6.505631954866168,5,442,77,20.885340057992394,16.708272046393915,31.32801008698859,15.262408069590874,34,41.452195285992595,25.70876815280225,0,38,36,96.516950595489,34.75600927293995,0,44.42941031601323,10.7176855306365,0.77,139,1
AIIMS,Shahdara,10.00174695777094,6,533,61,28.765608840498274,23.01248707239862,43.14841326074741,25.718730608597927,34,69.05491677008894,22.345406275465958,0,38,26,145.0163131102715,76.99093531021842,0,45.61309584567255,25.45789371399965,0.61,401,1
Okhla,Vasant Kunj,21.66092994379184,5,346,87,35.63457476147217,28.50765980917774,53.451862142208256,32.161489713766606,36,198.65447549779773,67.21522278527291,0,12,45,280.03101651275233,119.27053651060433,0,125.3414171051119,62.231480385574145,0.87,420,1
Lajpat Nagar,Karol Bagh,15.073566234997982,2,131,76,24.136974801117717,19.309579840894173,36.205462201676575,20.16436976134126,20,79.44330314614476,47.47205524788989,0,28,23,213.6307268066815,146.73405124544846,0,64.83794871751435,29.32829854455415,0.76,465,1
Tilak Nagar,Moti Nagar,26.630051084186118,3,467,59,52.894557737271526,42.31564618981722,79.34183660590729,56.07346928472583,39,197.9050160623078,54.37930825276165,0,13,39,307.13861697821744,209.4590631463751,0,151.1262302060833,74.17145618133819,0.59,148,1
Shahdara,Moti Nagar,28.908116119705223,10,762,64,50.7236926409062,40.578954112724965,76.0855389613593,51.26843116908744,21,146.67070653455966,63.66974135526779,0,35,21,293.4673249862803,252.03496647955373,0,200.20114557255337,60.09810041508193,0.64,364,1
AIIMS,Sarojini Nagar,11.4814145324819,7,643,11,23.325984706939465,18.66078776555157,34.9889770604092,24.79118164832736,25,71.42167233338563,24.864264200935253,0,32,34,140.3106731542193,81.59596840919139,0,76.8385997079587,22.67512097656277,0.11,315,1
Mayur Vihar,Connaught Place,35.33303176523631,3,186,48,63.65322027228386,50.92257621782709,95.47983040842578,70.98386432674063,39,326.85491591753566,98.91463874723625,0,18,41,507.58038513813324,261.18193288216975,0,213.21218404958057,93.96196316090837,0.48,122,1
Chandni Chowk,Saket,19.032174216858046,7,612,74,36.65405132104222,29.323241056833776,54.98107698156333,33.58486158525066,43,178.3343383554828,57.10079311299514,0,23,30,268.3062006764952,186.11762947573624,0,116.66010240772705,44.44136053709349,0.74,181,1
Moti Nagar,Connaught Place,12.92759672297366,3,413,52,33.25410210797312,26.603281686378494,49.88115316195967,32.70492252956774,21,113.66584514651004,39.021925660266774,0,19,39,164.03786013299717,114.13523155007076,0,63.92976083050205,38.064337048841104,0.52,165,1
Laxmi Nagar,Kashmere Gate,39.54113086556751,8,601,89,102.8738288224047,82.29906305792377,154.31074323360707,111.84859458688564,40,198.81299089752048,119.52882970670996,0,38,37,587.7198502903899,305.0169328456927,0,300.9223145542009,95.18923775828407,0.89,205,1
Lajpat Nagar,Chandni Chowk,23.696216467121932,6,373,13,32.53765557540819,26.03012446032655,48.80648336311228,36.64518669048982,32,161.78818992627765,74.64531236120216,0,27,39,255.81913602318104,222.69377296311166,0,160.38570418310883,41.68216863651466,0.13,112,1
Rohini,Greater Kailash,7.7012099685446,7,686,89,36.62729493345128,29.301835946761027,54.94094240017692,32.15275392014154,36,60.02605990957343,27.232218588869998,0,14,42,89.31093278194554,69.80032207544758,0,57.71339575582099,7.950052960538322,0.89,267,1
